userId,movieId,rating

1979,5200,2

998,95288,5

3782,7336,1

1507,67657,4

4081,98445,2

3458,112181,4

3091,125968,4

757,155314,3

1329,101741,4

1368,149584,3

3590,74671,5

3704,157907,1

4089,154810,1

3215,102993,1

4028,141389,3

4061,155927,1

3297,5859,2

1125,109187,3

485,46604,1

2241,92264,2

1947,117672,4

205,1616,1

2660,5849,4

1967,164821,1

2038,34162,3

3046,154192,5

4027,5202,2

21,95832,2

2836,140777,4

1440,61628,5

571,4152,4

2797,63226,4

1914,118109,4

3379,54455,3

1820,1342,5

1727,2198,3

942,47606,1

2320,86298,4

1996,131712,4

2203,1815,4

102,458,4

3120,107894,4

3726,143571,3

3152,134629,5

1626,96640,4

1027,140850,3

3186,140098,2

2467,142376,3

1324,171275,5

3838,103727,3

1759,172425,3

101,118244,4

625,123397,1

2007,128316,2

924,1000,1

1252,116560,1

1659,4320,3

439,102090,3

1206,5091,5

3159,1711,3

3194,121015,5

2931,116177,3

836,111587,5

3084,41753,5

2808,824,2

585,8427,3

1207,157021,2

2291,4691,4

3172,100496,2

969,157077,3

3857,76217,1

3194,31960,3

2771,148911,3

1603,34426,2

1531,5808,1

2444,94304,4

2513,172319,5

3018,171969,2

641,4466,5

2241,25766,5

2196,172305,1

1533,6840,1

1807,68600,5

2450,49234,4

491,60336,4

2464,3314,5

2310,7193,4

2480,168538,2

585,66590,4

2885,165899,4

3297,26870,4

2411,166761,1

2279,164574,4

545,158242,3

461,135957,5

3227,76060,2

3432,810,3

322,163070,3

2140,153234,4

477,39886,5

2226,65370,2

194,128830,1

76,168636,1

2998,109647,4

248,154911,2

2220,106059,1

246,170341,2

1391,102760,2

1899,105560,4

2305,8819,1

2104,160842,1

273,94076,1

1715,166782,2

1182,143595,5

331,124691,2

3251,33410,1

3827,146036,5

2947,117913,2

3326,48774,2

3578,98823,4

1796,146050,2

764,173355,3

1902,6435,4

1688,174741,2

3082,173747,4

2786,97701,5

1125,97132,4

95,133373,5

101,60475,1

215,2097,1

1520,88020,5

2621,8746,5

4054,73399,1

2786,162884,4

3948,103296,1

1206,117574,2

1401,170543,5

1112,2487,4

3411,144354,4

3850,72113,4

326,59709,5

404,142154,2

326,122625,3

3775,158996,5

1571,128697,2

2658,116724,3

2203,2052,1

3251,146268,1

2135,156682,2

2594,3106,1

1877,112064,2

4046,121879,2

3948,174489,4

3160,136584,2

1324,158675,4

3850,86728,1

1102,138898,3

3739,167560,4

2252,170647,5

64,56885,1

3931,173935,2

330,163142,2

77,87547,2

3018,74230,2

3143,1310,4

130,1293,5

3910,72327,2

2015,115678,1

3666,5172,3

2474,169792,5

2770,32234,4

1820,164560,2

2158,56607,1

2931,137488,1

2414,150619,2

2568,156921,3

1088,128379,3

3457,106594,1

977,142797,3

4081,108981,5

495,8745,5

360,3725,4

836,157138,1

108,137825,5

3775,172745,2

794,173503,1

2796,164204,5

1516,33880,5

88,169494,1

89,26312,5

3151,50798,3

336,122573,4

336,173963,5

3746,3586,2

3540,101470,4

3688,162392,5

273,105359,1

633,168770,3

2603,158605,3

93,1812,1

1493,152832,4

430,27684,1

245,987,1

197,132366,2

3537,161204,3

222,697,5

3338,5330,2

18,69336,3

2877,141286,2

3782,146984,3

3741,86521,1

119,79525,2

1947,136010,1

3088,3110,3

3019,8619,3

2910,66323,4

1672,156958,1

3869,158280,2

1820,121320,3

2797,141668,5

2737,160569,3

3567,118564,3

2425,146108,4

2710,2802,4

1029,131674,2

3872,4391,1

2056,110968,5

2499,114015,1

2349,97694,3

3857,166711,1

1618,80924,3

929,5657,3

3013,189,5

1721,425,3

2910,128203,2

1982,122741,4

2152,77179,5

2761,60735,4

1531,26372,4

2138,166850,4

557,103741,3

1828,159153,2

737,110975,5

3345,162906,4

3526,3625,3

3852,61373,4

3850,4526,1

2449,149598,5

3937,105250,3

3582,111264,2

3636,2787,3

2476,52016,3

1924,7205,2

3326,162990,2

3752,69529,1

1537,100843,5

1281,151947,2

1626,130642,2

3152,149792,3

4031,8339,2

2931,130456,5

1433,129524,1

3151,169844,3

3252,140924,5

1256,152451,4

2291,50358,5

641,8628,5

1924,154816,4

1520,118492,4

2348,135850,2

2337,134557,5

1588,90476,5

4025,298,2

898,159528,2

2910,87166,4

2207,170036,5

3742,170331,4

1514,101373,5

2193,5464,3

2426,44441,5

2518,144298,3

1380,947,5

3711,5383,1

3414,75015,2

2072,117511,3

88,128193,5

59,122527,5

1828,137325,5

978,161978,5

2430,6542,3

3309,101262,1

3191,55255,4

2279,160271,1

3704,133291,5

2038,113606,5

1716,120301,1

1894,119131,1

242,158860,3

2241,141277,4

1432,155872,5

2770,3467,1

3486,151659,2

3455,105575,2

1046,146762,4

998,1427,4

2240,162130,5

3890,169428,2

1187,168794,1

2492,132122,3

3739,65359,1

1660,8898,3

796,146672,3

1123,112603,2

2135,90717,5

1292,166318,4

916,146586,2

84,93707,4

2480,1920,3

986,89705,1

3119,147591,3

2957,135895,5

2476,156027,4

1585,115279,4

646,116855,5

192,33004,3

1170,172375,3

1618,55373,2

1211,1407,5

1097,168160,1

145,7422,3

4008,118013,3

1046,80463,1

330,83430,5

88,164135,4

1372,116485,2

2827,6296,3

639,108534,2

2130,125351,5

3841,5804,3

2912,4044,3

2856,4816,3

2414,124877,1

1056,158549,1

2797,660,4

2523,840,3

3240,163539,1

1618,83809,1

3102,158882,5

765,128688,4

2048,69269,1

4059,106927,3

3179,119587,3

624,67267,5

2513,151537,3

273,117626,5

59,155407,1

452,6626,5

2227,145364,3

2092,110609,5

1129,148707,3

1016,122501,5

452,92343,1

960,7036,4

402,108877,3

3668,3434,5

2287,140481,2

2149,80358,4

2775,4699,3

2430,106491,1

633,1596,5

1407,5907,2

1924,144322,4

2912,99489,5

1076,155145,2

2837,54605,3

3420,169054,1

194,105302,4

3088,25841,1

2821,93189,2

3119,144616,3

527,163997,5

3889,459,2

1016,133784,5

890,74859,5

401,128443,4

2015,27717,4

1889,161530,3

3234,6009,5

2021,85770,2

3434,73276,2

76,47458,1

552,8640,5

198,78057,1

38,143807,4

2409,101728,2

1578,64037,2

495,3226,3

1462,152125,5

2975,77470,3

2492,81054,2

429,91337,2

3660,92441,3

1326,31297,3

2394,73808,3

972,109731,3

2336,164875,5

1445,158290,3

2835,142827,2

2500,702,2

1918,141106,1

1302,142515,4

84,93397,1

1715,7623,3

1643,128143,2

3251,8239,4

2669,2243,2

1589,6992,3

495,64280,1

1220,96246,5

3379,172471,4

95,165119,4

2852,5149,1

536,124913,5

2648,142837,1

1721,171289,3

1631,160189,1

421,2113,3

3455,161098,3

882,128778,5

1570,6264,4

3968,133873,1

1316,131198,1

589,114082,2

465,143168,4

2324,4803,2

683,158665,5

1979,170735,1

2892,139783,2

130,151499,2

360,100515,3

2660,168014,4

2066,99437,4

2724,4583,3

205,103645,1

2270,82840,3

3303,162780,2

249,162302,2

4057,133531,1

2726,153859,3

3869,130522,5

2658,1459,5

4031,151783,1

2186,170741,4

3578,119766,5

3240,174903,1

205,72512,1

2349,140135,2

2464,168812,2

861,90007,1

2709,4695,1

2081,87405,2

2940,49666,5

1663,156706,3

2947,56805,1

942,129847,5

159,2693,3

794,5926,1

3150,135131,1

1838,5248,3

1828,6856,5

1252,26831,4

2131,132247,3

108,151449,4

1323,121161,4

1709,147220,3

2085,33555,5

1149,147236,4

1455,53880,5

1360,2883,1

977,3544,1

3775,783,5

1226,134657,3

1006,112259,4

349,1750,2

1715,158458,3

3140,152956,2

1669,26611,4

294,170501,2

654,26744,1

246,1318,1

3427,100108,1

606,26304,5

735,5359,4

683,5306,4

1085,172855,2

3726,131751,5

3116,3517,5

2656,32314,3

3655,6796,5

4054,172791,1

2975,529,5

1273,173323,3

3426,1555,1

560,141110,3

744,127200,4

411,118812,4

1305,156561,5

2140,134002,4

162,50229,3

2513,6701,1

160,138500,2

2708,81270,5

3907,101938,2

1245,169686,2

3322,155970,2

3130,7067,2

1928,114717,5

1984,5803,4

1894,2708,4

3345,136698,2

4046,97880,3

4061,1053,1

2788,4071,4

2315,95633,1

28,142795,4

833,131502,3

4046,135581,3

3636,133255,2

2109,133933,3

2431,121005,4

916,116801,4

3158,100062,3

1878,151281,2

3408,142464,5

1339,160772,5

2386,100944,3

1828,147198,2

2799,126424,1

1550,3301,4

2796,3343,1

2464,55691,4

1058,6397,3

1935,132082,1

891,92944,3

2604,6060,4

3091,150026,4

746,172869,5

145,92935,4

3332,27879,4

2206,146214,4

2566,117352,2

2912,113868,2

1245,3021,5

59,49739,2

3478,152151,5

750,761,5

1925,5062,2

3357,154309,1

1663,169652,3

1518,162310,3

1690,135504,5

3950,109779,4

2660,101527,2

2136,87016,3

4008,133365,2

1071,161618,3

3848,162318,2

1125,2035,3

194,4182,3

1187,650,4

4057,106441,4

535,31045,1

3406,20583,4

3119,4605,3

1110,7784,4

2759,169614,3

84,118774,4

1521,135573,3

1545,171557,3

2133,92268,3

2661,101292,4

2669,145235,5

650,6319,2

2998,175583,1

3055,145827,2

1218,91223,1

927,87469,5

2072,122317,1

3332,169244,1

977,160508,5

2633,88837,2

3672,128711,4

465,100463,4

639,164647,2

4046,78207,2

2660,76291,5

1104,170809,2

3746,140854,4

2000,143629,1

3504,109317,4

1008,142626,3

2109,154844,3

1588,27647,2

3467,34643,4

2502,2570,4

341,142062,2

106,53849,1

2511,161952,3

3309,112877,1

3980,108,4

1659,102221,1

2748,111854,4

3983,131548,5

88,164395,2

2449,122703,2

1899,136088,5

1514,26277,3

2361,156769,3

3752,147184,2

2821,170209,3

2235,55052,1

1663,124733,4

972,147825,1

3889,163298,4

2852,70286,4

1360,59816,5

3316,152996,2

108,166494,5

3316,123613,2

2023,83322,1

4037,170211,5

2219,171923,2

794,163420,2

3158,156531,4

2444,49737,1

3550,59938,1

3618,116088,5

341,27455,1

3550,99815,3

930,110591,5

249,158017,3

744,154556,1

2507,33328,4

1497,101640,2

1211,136640,3

3636,118204,1

1022,175463,4

3507,170022,2

536,153326,2

3414,129364,2

2108,139189,1

4028,141430,2

3632,168026,4

2104,167492,3

2874,165071,2

3743,129958,1

2822,115403,4

2514,175329,1

1889,104339,1

360,152147,1

2348,4814,1

1982,166709,2

546,8793,3

1643,69485,5

3236,112365,1

1723,108938,3

706,6096,5

1189,165227,5

3194,1023,1

1354,3144,2

84,170699,1

589,175657,5

3926,6514,1

990,151451,3

2130,2598,3

535,27889,5

2201,116716,3

2194,169840,5

929,601,3

1700,5286,3

3827,146698,3

1022,3780,1

1123,51103,1

1211,100334,2

3931,63001,5

735,1453,5

2144,156109,4

2636,8388,3

693,142066,5

2119,53651,3

731,160644,3

3578,59114,4

1894,169134,3

2315,114494,5

2912,2118,4

2219,1011,1

1273,1060,3

3962,629,5

2000,118706,1

3610,108674,3

429,165483,5

1571,6417,1

2822,456,4

898,112741,2

3540,2263,4

421,123363,5

2957,100383,1

96,172527,4

2833,504,1

430,153770,4

3396,159331,5

1914,95177,1

3893,152637,1

3917,78103,4

1264,31487,2

2130,165159,5

658,4133,2

1908,166647,1

3812,141251,2

3724,127204,1

1796,116783,3

1022,81441,3

3049,162798,3

2088,138988,5

2742,111813,3

3185,55282,2

3984,227506,4

3530,8003,5

3172,170020,3

140,6773,2

3663,43678,3

3718,6214,1

3046,2536,4

3888,101850,1

3935,102072,4

3618,30791,4

3303,160090,1

2056,133695,1

404,169812,5

2109,173543,2

1935,150020,4

1071,139423,2

1514,113816,3

3739,84671,1

1438,169342,5

3663,37741,5

1555,116921,2

3672,88746,1

3869,143799,4

2103,6897,1

207,154510,5

226,236,2

1368,105275,2

2940,51014,1

2432,172277,1

3375,146096,2

2135,104026,2

294,160802,1

622,1131,2

3397,73154,4

3234,147859,4

75,48642,1

3505,142002,4

1246,165375,4

1603,51660,1

3091,168352,1

2439,122037,5

1902,128673,3

3316,7828,5

3567,135516,3

2279,47516,5

1228,13707,1

3857,32158,5

305,116887,4

108,5840,3

1182,173501,3

2430,7377,5

2034,160678,5

1006,152242,5

4019,154354,1

3420,81711,3

1235,70331,2

556,164631,4

108,45003,5

3380,110061,3

197,50347,3

3598,82194,3

1066,98447,2

2898,128975,5

1715,3879,5

2568,45506,4

2048,123985,5

673,51007,2

1038,105839,1

3448,169280,3

1514,154079,2

3583,2970,1

1316,39941,1

3357,59669,3

4048,388,5

1740,170467,1

3179,66317,2

1807,159849,3

744,7990,5

461,168284,3

990,66335,5

2679,151414,3

1570,175263,1

3598,165501,3

1965,26404,5

765,6555,5

2169,158591,2

3143,116046,3

198,148816,4

1206,7033,4

3486,1877,3

3357,2941,1

2506,4401,5

75,53189,3

3787,148725,5

622,77615,3

3129,87642,4

2449,115137,5

1392,104460,2

1891,96022,4

2227,76087,2

2439,153676,1

3666,138944,3

1088,129822,2

606,45672,1

3560,167730,2

637,27434,5

3270,141112,3

3016,166611,1

327,105304,5

1088,45208,1

4001,100737,1

2464,169314,4

1324,168318,2

2533,157981,5

1016,146668,5

1699,133493,2

2804,149798,4

273,167194,1

1056,104089,2

1039,171725,3

4048,98570,2

2659,2944,3

3746,130640,3

3455,71675,1

3537,2556,1

88,7982,2

1082,134695,1

2439,165613,2

513,66744,1

2135,96146,2

447,91531,1

2154,159610,5

1700,50447,1

2021,152896,1

1393,163931,2

2552,102991,3

402,7563,5

3301,166215,2

3588,131570,1

3507,86651,5

1829,3650,5

3301,134855,2

1524,59801,4

3303,174547,5

1256,7774,3

93,157464,3

3769,148426,3

2337,33443,4

3397,156555,3

557,169126,3

1369,76054,2

3739,79238,3

1058,3245,1

1016,145066,4

2500,92229,4

288,140775,1

2708,118258,4

1380,144784,3

2411,74965,4

2284,77752,5

2349,105223,1

2457,139181,5

3055,2345,1

1444,3115,2

3924,200,1

2821,99615,4

3607,133593,4

1714,162248,5

2145,162994,5

667,59976,5

212,99041,2

2797,82711,4

2206,4711,2

96,1501,1

477,169690,2

3688,6217,1

2832,70637,2

2599,5353,2

3991,61398,2

2940,172789,5

3277,131429,2

205,157212,3

1813,156929,1

3397,162208,2

108,4470,1

701,174765,4

1038,3253,5

2476,130670,5

2409,163967,4

249,138726,3

2835,3165,2

1296,5917,4

3478,164069,3

423,113416,4

278,123180,4

2444,4828,4

3027,118242,3

606,174555,4

3855,8958,3

10,1807,4

2072,101672,3

354,97234,1

1464,136068,1

1360,3789,1

3757,53996,4

3152,46083,2

942,143045,1

702,42004,5

1736,105490,1

1682,4714,3

96,130146,2

1887,27626,3

1369,172119,1

450,5066,5

1324,121304,1

156,143422,1

175,73245,1

2836,118330,4

2085,152884,4

4056,155619,1

3470,103408,2

245,99741,5

1776,3183,4

1722,5424,2

2998,135528,3

3348,55071,3

2690,152968,4

1520,152499,5

360,35386,3

1928,143025,3

1187,7255,2

246,117694,3

1016,158031,1

2386,103101,5

3496,49973,5

1014,139555,2

215,142955,1

1211,2057,4

3151,2678,5

1615,149300,5

2910,160950,1

3020,164989,2

2186,86246,5

1206,172501,3

524,5588,2

198,156551,5

3742,1866,1

558,98933,5

1291,234,2

1296,152739,3

1686,79640,4

3367,127298,2

2284,78635,3

929,66902,3

3853,8679,2

1756,146016,4

2060,173719,2

3148,111375,4

2818,152615,2

2073,129058,3

1520,128283,4

3131,112854,1

3148,129751,2

3690,7266,3

2203,26369,5

3869,138894,4

3020,154528,5

650,78620,3

1722,6631,4

1924,7451,2

2305,164250,1

3865,1332,1

589,126096,5

1878,158372,5

1550,142915,1

1585,169014,3

3510,172549,5

2748,152230,2

226,174847,5

1008,116770,3

942,164801,4

2060,77444,5

1878,8638,5

1462,5503,2

100,79213,4

1983,97061,5

1924,163326,1

3455,117432,5

3501,175293,5

1119,153915,3

3968,147218,3

1433,82037,3

3688,80204,3

2201,25737,1

2414,3135,1

2551,75406,5

2965,1328,2

788,155370,3

969,5230,1

3888,99101,2

420,136922,5

3158,31359,2

2797,174594,5

4028,122197,2

1928,92176,2

1547,7052,5

2624,2752,5

2037,8827,5

3598,166167,5

2119,156533,1

882,164021,3

2852,73031,5

3857,128725,1

4025,82055,1

1682,81725,1

3119,171717,2

356,150647,2

2206,161958,1

3380,160744,1

2584,108476,1

394,126072,2

2797,117125,2

4024,134334,5

2445,55205,4

2145,4670,1

1789,115635,5

501,72308,4

500,2226,4

3799,116941,3

2301,68653,3

3674,158842,1

1521,104975,3

2409,35640,5

2604,59602,5

2710,56748,5

1727,111507,3

4054,85307,2

1240,48030,3

3907,101437,4

119,164604,3

2987,52287,5

3215,127252,4

3251,7627,2

632,26349,1

3396,172481,2

3367,159247,3

950,83337,3

1076,132650,1

3223,88106,1

730,150477,1

3674,85728,4

4018,107567,5

2988,143315,1

3948,133455,3

560,169926,5

1226,128478,4

3143,153522,5

1557,88063,2

429,69253,4

851,136936,3

1812,5969,5

192,1121,3

1723,166322,5

1455,153396,4

173,138448,5

3984,74204,3

1399,123034,3

2073,163496,5

4048,1764,1

3023,158880,4

3375,50858,1

437,47653,5

3247,147002,2

3986,1982,4

2450,153524,5

2152,6297,1

3962,134829,2

1112,115469,4

194,1821,1

3739,158948,3

2710,67878,4

3502,113071,3

2690,152801,4

1236,3440,1

406,124863,5

977,4360,3

3270,154366,2

3799,148380,2

3812,136453,2

3689,6737,5

506,171983,5

3991,57478,1

711,152288,3

1776,3643,2

2149,134779,4

2203,2914,3

779,4201,5

2759,158904,4

2073,81142,1

2710,165647,5

1472,142939,3

3792,4472,3

1786,120462,1

215,99908,5

2683,98471,3

2779,139901,1

1261,99373,4

1524,95935,4

1759,79029,5

2021,103235,4

2173,163685,1

2307,8367,4

336,49312,2

2590,4275,2

135,141333,2

1014,86590,2

28,116821,3

3310,134344,5

1829,72131,3

3852,93217,1

1216,118848,3

1829,129344,2

2445,84262,1

3812,123812,1

439,155818,3

1273,158121,3

1988,109790,1

3449,170473,2

774,173159,3

220,172349,5

673,147204,5

3243,1662,4

2933,139048,3

1659,65696,3

333,104774,1

3084,111407,2

969,51088,1

639,45720,1

3400,6306,1

3578,153558,1

2061,133309,3

2386,148089,3

3757,97722,1

2384,7714,2

322,170939,1

590,100415,5

3140,100079,2

2604,159755,3

4001,165303,3

185,62847,5

383,91425,4

330,4837,4

3027,132816,5

1001,136578,4

568,116507,4

3865,5801,2

1236,91595,5

1189,5356,2

3893,197,4

3746,6906,3

465,1981,1

1407,7455,5

1709,158916,4

1602,156547,2

1110,5933,1

3014,160414,5

3252,106048,4

1462,88203,3

2487,164129,4

222,128031,4

4028,93063,4

861,135258,4

2912,108141,5

2511,8507,4

3688,86922,3

3998,433,4

4057,109027,4

3857,6286,5

1228,3247,1

2690,146692,5

1597,151521,5

578,4525,4

2061,113370,3

1507,153644,5

1585,139763,2

501,126130,2

207,151973,5

102,4668,4

1726,167598,3

1715,153624,2

1084,164883,2

1296,48638,3

2906,110611,3

1959,90653,5

100,5621,3

2807,170157,4

2674,75,3

2445,33914,1

765,154160,3

1578,136443,1

2152,6352,1

3528,56631,2

423,100255,4

3960,153402,2

3752,94663,4

3252,150906,1

571,5489,4

1478,9018,2

880,34435,3

2305,173001,4

2492,171211,4

84,176051,5

3102,3066,4

1339,113953,1

3978,124679,5

2837,73531,5

2912,1993,3

3726,164258,5

3279,128391,2

1486,190,5

2208,6290,5

3251,107617,4

411,164270,1

2724,8624,2

3227,7317,3

327,150298,2

1418,140471,2

1899,8387,1

1170,51694,1

1902,210,2

3348,84667,4

2821,6523,2

2742,148731,2

3367,75962,5

3612,45030,2

1070,127134,1

4018,168178,2

3243,69720,5

3420,157308,5

3345,5605,5

2484,174349,5

1603,109042,2

2710,3674,3

3345,98294,3

2196,96281,3

2449,58324,4

2430,135039,3

3983,142186,5

924,118894,3

3297,74426,3

949,98286,3

2833,25739,5

1828,91766,5

3663,27829,1

2023,116686,4

3458,73099,5

1125,2924,1

1838,95216,2

501,87507,4

3309,91233,5

130,170407,3

1058,169192,4

3746,148374,3

1783,6082,2

3230,146712,1

1597,80729,1

4061,4787,2

2584,103629,5

1264,173163,1

496,135765,3

2603,165271,1

2206,176095,3

2097,659,5

1029,128227,4

658,128624,3

3962,68288,1

950,163296,5

1982,1500,4

2158,152729,1

2584,94989,1

2502,143128,3

2843,71823,3

1326,3048,2

3632,94760,4

411,2939,2

2568,153875,4

2492,98376,4

135,135881,1

1686,2874,4

3151,7479,2

3690,172237,4

767,56022,3

3528,1953,3

1039,141808,4

2502,69374,1

1817,163813,4

3567,147754,4

3619,112206,3

354,170821,4

287,100359,3

327,145110,3

2337,133383,4

89,96796,3

2660,155727,4

3674,114492,5

1777,168074,5

4076,169780,2

2194,151441,1

3245,136319,5

1586,162922,1

21,151703,5

969,100342,5

3176,116173,3

2492,99853,2

556,126807,2

3148,40412,3

3782,168330,3

1925,73831,3

2931,164833,3

3583,77468,1

1182,168894,4

1432,781,5

2998,105540,2

3827,158607,4

89,173929,3

2906,162128,2

2196,90719,4

1557,4931,3

3931,140295,1

2461,162626,2

421,55926,4

2432,169588,1

3140,90570,5

557,115895,5

589,153258,1

3179,154646,3

1206,137821,4

437,112992,2

2502,158060,2

1568,171089,2

383,145610,2

2813,157677,3

2533,134802,4

1947,49985,1

1391,512,3

702,134687,1

2266,88053,2

1051,27820,3

1518,26216,3

450,147108,1

3322,63793,3

3583,7108,4

2566,100093,2

1545,36286,5

916,158876,5

3583,131522,3

3618,130724,4

969,26432,2

2489,157170,4

2500,163603,5

10,54198,2

3013,72607,3

3530,123629,2

3131,102269,4

3741,167144,3

3848,90545,1

750,139090,3

2551,80812,4

4081,103454,3

1935,165419,3

3505,120847,4

702,153996,4

3857,131777,2

1438,129046,5

248,158982,5

1464,142084,1

2047,50533,2

3375,154822,3

3227,76269,3

2832,170807,2

3540,1202,2

1082,127652,1

3227,143446,4

3668,154498,1

2549,160122,3

1659,152627,2

2693,5327,4

322,171095,2

1876,71011,2

3160,3237,3

3411,58,3

194,143519,4

333,81834,3

3215,170431,5

3897,170541,3

2513,168228,4

737,118246,5

3962,167486,4

2097,161242,3

3230,158825,5

3769,106498,2

1986,171467,3

545,5235,3

1110,148106,2

1955,155466,3

1857,170271,1

1991,4501,2

2972,6568,2

3739,3448,5

2131,91073,1

2644,107499,5

654,164867,5

1555,41336,2

2568,120590,1

2480,163979,4

558,130202,3

788,27131,4

2173,135861,1

978,71999,4

4066,137102,2

330,4577,1

2168,138432,3

1537,144314,4

3666,6876,2

3748,79656,1

3099,83581,2

173,6521,2

2236,143156,4

2786,8698,4

3520,95147,4

3427,4348,2

3152,175967,4

1333,90183,5

1354,140311,4

2451,60904,2

3158,5393,5

2874,128944,1

3160,145831,5

187,101106,4

1056,106458,4

744,48649,2

1817,167470,5

2708,25995,1

1445,147004,2

2154,47146,3

2432,93516,5

2337,119165,1

3243,173819,4

1246,174617,1

757,69771,2

2683,147144,2

1216,117348,5

2742,5096,4

3282,134120,1

3406,71486,5

84,100444,5

1323,161123,2

3741,568,3

2073,6412,2

589,120879,5

1899,4633,5

2203,141214,1

3331,6739,2

3948,3908,4

3521,3225,5

3520,52321,5

3186,147631,5

750,130976,1

3505,630,5

1663,159688,1

3711,119153,3

639,77496,2

67,121013,2

949,139205,5

2196,70806,1

2291,175507,2

2227,129733,2

899,103120,3

2169,164344,1

2527,104321,3

3277,3224,1

327,169306,3

3688,90241,5

1393,135228,3

1756,93496,5

1246,110871,1

3530,132567,4

949,173083,5

3151,144588,4

501,148406,2

1996,86463,4

3607,114250,5

1339,155569,2

3739,175881,4

3396,4052,4

1438,158954,1

875,74148,2

1615,102,4

3084,600,5

1997,162834,1

2160,90170,1

2131,103567,4

3724,142805,4

546,117527,2

3225,116943,2

1382,97002,3

1324,5555,1

2498,74282,1

2771,6421,3

3819,148162,4

459,54049,5

2307,96504,5

2447,31104,3

977,117360,3

1418,105761,3

3641,73754,3

3981,34150,2

2168,160682,2

3247,44189,5

3245,119303,1

890,165865,3

2464,90201,1

3550,96925,1

2235,119196,2

1759,7309,4

385,98187,1

2431,155024,4

2520,2823,2

538,69361,4

3752,129530,5

4076,123296,3

1207,136369,1

3620,169228,4

2489,30767,4

1716,2292,2

1399,6778,2

3019,100096,1

2874,6678,1

2648,163635,3

3420,118692,1

1181,166566,2

145,70293,3

3782,146080,3

2795,115388,4

3194,157971,2

590,186,5

3507,124550,1

3607,5015,3

3357,147402,3

3505,82926,2

3991,165815,3

629,67881,1

984,42730,3

2073,84639,4

1016,27249,1

2983,95294,3

2762,104961,1

916,925,5

3013,117454,1

701,92159,3

765,6693,5

3486,131060,5

1401,115162,1

1206,6108,4

851,160360,2

632,170353,4

69,122141,4

949,142108,4

67,121081,3

1486,6080,1

1360,175743,4

1719,84716,5

2983,135256,5

